Runs,Fault Location (SVI),Fault Location (True),Fault Location (RMSE),Z_fault_real (SVI),Z_fault_real (True),Z_fault_real RMSE,Z_fault_imag (SVI),Z_fault_imag (True),Z_fault_imag RMSE
1,0.47387319803237915,0.5916216373443604,0.1177484393119812,0.595304012298584,0.5311282873153687,0.06417572498321533,0.5184531807899475,0.45853307843208313,0.05992010235786438
2,0.4553244113922119,0.4971909821033478,0.041866570711135864,0.4306946396827698,0.30653178691864014,0.12416285276412964,0.555234968662262,0.6873583793640137,0.1321234107017517
3,0.6071469783782959,0.5255369544029236,0.08161002397537231,0.5629298686981201,0.7304494380950928,0.16751956939697266,0.5317751169204712,0.7138644456863403,0.18208932876586914
4,0.4472753405570984,0.4833904504776001,0.03611510992050171,0.4684014320373535,0.6068834662437439,0.13848203420639038,0.4434739947319031,0.5970927476882935,0.15361875295639038
5,0.5867912173271179,0.5597627758979797,0.027028441429138184,0.5538046956062317,0.5212404727935791,0.03256422281265259,0.45488205552101135,0.8252137899398804,0.370331734418869
6,0.4272664785385132,0.5058714151382446,0.07860493659973145,0.65388023853302,0.5740432739257812,0.07983696460723877,0.5389798283576965,0.6734670996665955,0.13448727130889893
7,0.43109580874443054,0.4343370795249939,0.0032412707805633545,0.5135661363601685,0.6919940710067749,0.17842793464660645,0.5203348398208618,0.7411132454872131,0.22077840566635132
8,0.5556696057319641,0.5526477098464966,0.0030218958854675293,0.570041298866272,0.5599036812782288,0.010137617588043213,0.5247952342033386,0.3810531795024872,0.14374205470085144
9,0.6931930184364319,0.7044554948806763,0.011262476444244385,0.6302139759063721,0.713542103767395,0.08332812786102295,0.5213926434516907,0.4560140371322632,0.06537860631942749
10,0.47009241580963135,0.4494110941886902,0.020681321620941162,0.328671932220459,0.27276715636253357,0.055904775857925415,0.3522995114326477,0.25039130449295044,0.10190820693969727
11,0.5202229619026184,0.610593855381012,0.09037089347839355,0.5912957787513733,0.4634818434715271,0.1278139352798462,0.5026059746742249,0.628710925579071,0.1261049509048462
