Runs,Fault Location (SVI),Fault Location (True),Fault Location (RMSE),Z_fault_real (SVI),Z_fault_real (True),Z_fault_real RMSE,Z_fault_imag (SVI),Z_fault_imag (True),Z_fault_imag RMSE
1,0.5383952856063843,0.5916216373443604,0.053226351737976074,0.5261560678482056,0.5311282873153687,0.004972219467163086,0.5156638622283936,0.45853307843208313,0.057130783796310425
2,0.5068328380584717,0.4971909821033478,0.009641855955123901,0.497050017118454,0.30653178691864014,0.19051823019981384,0.49070537090301514,0.6873583793640137,0.19665300846099854
3,0.5339401960372925,0.5255369544029236,0.008403241634368896,0.512641966342926,0.7304494380950928,0.21780747175216675,0.5026496052742004,0.7138644456863403,0.2112148404121399
4,0.4543776214122772,0.4833904504776001,0.029012829065322876,0.49806877970695496,0.6068834662437439,0.10881468653678894,0.48334407806396484,0.5970927476882935,0.11374866962432861
5,0.5279738903045654,0.5597627758979797,0.03178888559341431,0.49260807037353516,0.5212404727935791,0.028632402420043945,0.5015640258789062,0.8252137899398804,0.3236497640609741
6,0.4897240698337555,0.5058714151382446,0.016147345304489136,0.5139037370681763,0.5740432739257812,0.06013953685760498,0.503835141658783,0.6734670996665955,0.1696319580078125
7,0.5223503708839417,0.4343370795249939,0.08801329135894775,0.5270290970802307,0.6919940710067749,0.1649649739265442,0.5164604783058167,0.7411132454872131,0.22465276718139648
8,0.4986506998538971,0.5526477098464966,0.05399700999259949,0.5052318572998047,0.5599036812782288,0.05467182397842407,0.4920651316642761,0.3810531795024872,0.11101195216178894
9,0.5410318374633789,0.7044554948806763,0.16342365741729736,0.5119960904121399,0.713542103767395,0.20154601335525513,0.4682126045227051,0.4560140371322632,0.012198567390441895
10,0.5689563751220703,0.4494110941886902,0.11954528093338013,0.5252889394760132,0.27276715636253357,0.2525217831134796,0.5102120041847229,0.25039130449295044,0.25982069969177246
11,0.5225892066955566,0.610593855381012,0.08800464868545532,0.5004785060882568,0.4634818434715271,0.036996662616729736,0.4993497431278229,0.628710925579071,0.12936118245124817
13,0.5241140127182007,0.5855393409729004,0.06142532825469971,0.5217525959014893,0.5503504872322083,0.028597891330718994,0.49667680263519287,0.7245625853538513,0.22788578271865845
14,0.4640832543373108,0.28098824620246887,0.18309500813484192,0.5428450107574463,0.41123080253601074,0.13161420822143555,0.483660489320755,0.4390009641647339,0.04465952515602112
15,0.5235173106193542,0.5438079833984375,0.020290672779083252,0.49774670600891113,0.6355285048484802,0.1377817988395691,0.5065531134605408,0.4988931119441986,0.007660001516342163
