Runs,Fault Location (SVI),Fault Location (True),Fault Location (RMSE),Z_fault_real (SVI),Z_fault_real (True),Z_fault_real RMSE,Z_fault_imag (SVI),Z_fault_imag (True),Z_fault_imag RMSE,Is Bad Seed
34,0.35769376158714294,0.35786500573158264,0.00017124414443969727,0.33805426955223083,0.3474966585636139,0.009442389011383057,0.46520569920539856,0.41723597049713135,0.04796972870826721,False
35,0.6762469410896301,0.6817017793655396,0.005454838275909424,0.31570932269096375,0.31763267517089844,0.0019233524799346924,0.7354632019996643,0.8335134387016296,0.09805023670196533,False
36,0.45863601565361023,0.4635372757911682,0.004901260137557983,0.6069793701171875,0.5503111481666565,0.056668221950531006,0.5078641772270203,0.5077354907989502,0.00012868642807006836,False
37,0.5096167325973511,0.5106741786003113,0.001057446002960205,0.7203508019447327,0.6777185797691345,0.042632222175598145,0.5032061338424683,0.7390530705451965,0.23584693670272827,False
38,0.4422321617603302,0.4422186017036438,1.3560056686401367e-05,0.37525221705436707,0.3537774384021759,0.021474778652191162,0.43733349442481995,0.44101378321647644,0.003680288791656494,False
39,0.37995022535324097,0.38818642497062683,0.008236199617385864,0.42236489057540894,0.41877448558807373,0.003590404987335205,0.5419319868087769,0.4094962179660797,0.13243576884269714,False
40,0.4370216131210327,0.7442082762718201,0.30718666315078735,0.6263242363929749,0.38320401310920715,0.2431202232837677,0.8705503344535828,0.24075649678707123,0.6297938376665115,True
41,0.49804753065109253,0.5024519562721252,0.004404425621032715,0.7191048860549927,0.7137770056724548,0.005327880382537842,0.2919350862503052,0.3474280536174774,0.05549296736717224,False
42,0.4250788986682892,0.42473411560058594,0.00034478306770324707,0.28532034158706665,0.28462183475494385,0.0006985068321228027,0.6438806056976318,0.6564942002296448,0.01261359453201294,False
43,0.6767274737358093,0.16946792602539062,0.5072595477104187,0.8276586532592773,0.5799757838249207,0.2476828694343567,0.1436806321144104,0.4173368215560913,0.2736561894416809,True
44,0.5631377100944519,0.18939566612243652,0.3737420439720154,0.8045765161514282,0.3320208191871643,0.4725556969642639,0.11163964867591858,0.7073720693588257,0.5957324206829071,True
45,0.491664856672287,0.49495166540145874,0.003286808729171753,0.6700133681297302,0.6474680304527283,0.022545337677001953,0.2695503532886505,0.3493668735027313,0.07981652021408081,False
46,0.45837968587875366,0.45680755376815796,0.0015721321105957031,0.3837146759033203,0.3917248249053955,0.008010149002075195,0.7561510801315308,0.7488570809364319,0.007293999195098877,False
47,0.5213214159011841,0.5282301306724548,0.006908714771270752,0.6439148783683777,0.5940656065940857,0.04984927177429199,0.5726486444473267,0.6580082774162292,0.08535963296890259,False
48,0.526420533657074,0.2538674771785736,0.27255305647850037,0.8370338678359985,0.6623332500457764,0.17470061779022217,0.18895705044269562,0.6438483595848083,0.45489130914211273,True
49,0.3784135580062866,0.3804551661014557,0.0020416080951690674,0.2968386709690094,0.300470769405365,0.003632098436355591,0.6711501479148865,0.700202226638794,0.02905207872390747,False
50,0.6085603833198547,0.5889087319374084,0.01965165138244629,0.6740071773529053,0.6983614563941956,0.024354279041290283,0.41564902663230896,0.3221185803413391,0.09353044629096985,False
51,0.6052774786949158,0.6004425287246704,0.004834949970245361,0.5069427490234375,0.5115163326263428,0.0045735836029052734,0.4130435287952423,0.44631636142730713,0.03327283263206482,False
52,0.4637741446495056,0.46213823556900024,0.001635909080505371,0.6143732666969299,0.5994312167167664,0.014942049980163574,0.4925846457481384,0.5668877363204956,0.07430309057235718,False
53,0.2944294810295105,0.29335394501686096,0.0010755360126495361,0.4633632302284241,0.46388480067253113,0.0005215704441070557,0.2933107018470764,0.33239835500717163,0.039087653160095215,False
54,0.6189634203910828,0.6317927837371826,0.012829363346099854,0.553388774394989,0.5297464728355408,0.023642301559448242,0.4448418617248535,0.3980761766433716,0.046765685081481934,False
55,0.5996663570404053,0.5950921177864075,0.004574239253997803,0.6232631802558899,0.6340508460998535,0.010787665843963623,0.5392516255378723,0.5214481353759766,0.017803490161895752,False
56,0.6658151149749756,0.6677471399307251,0.0019320249557495117,0.45530781149864197,0.46783769130706787,0.012529879808425903,0.5448679327964783,0.67206871509552,0.12720078229904175,False
57,0.6509720087051392,0.6493657231330872,0.001606285572052002,0.3234056234359741,0.30652451515197754,0.016881108283996582,0.2969333529472351,0.26949694752693176,0.027436405420303345,False
58,0.6336103081703186,0.6342082619667053,0.0005979537963867188,0.39938321709632874,0.39402157068252563,0.005361646413803101,0.48518064618110657,0.6131309270858765,0.1279502809047699,False
59,0.46993157267570496,0.47129371762275696,0.001362144947052002,0.4451512098312378,0.4466758370399475,0.0015246272087097168,0.4566750228404999,0.46392908692359924,0.007254064083099365,False
60,0.6428562998771667,0.6494356393814087,0.006579339504241943,0.6092347502708435,0.6316456198692322,0.022410869598388672,0.6080303192138672,0.6385034918785095,0.030473172664642334,False
61,0.29198402166366577,0.29319387674331665,0.001209855079650879,0.26267555356025696,0.2628735601902008,0.00019800662994384766,0.2080036997795105,0.19650481641292572,0.011498883366584778,False
62,0.6353216171264648,0.6470642685890198,0.011742651462554932,0.751573383808136,0.7771236300468445,0.025550246238708496,0.5546194911003113,0.6636180877685547,0.10899859666824341,False
63,0.6105092763900757,0.6150096654891968,0.004500389099121094,0.410209059715271,0.40914422273635864,0.0010648369789123535,0.6817812919616699,0.6114497780799866,0.07033151388168335,False
64,0.48698532581329346,0.7181428670883179,0.23115754127502441,0.3476107716560364,0.2435699701309204,0.10404080152511597,0.6312108039855957,0.22864462435245514,0.40256617963314056,True
65,0.5476685166358948,0.5486828684806824,0.0010143518447875977,0.7029040455818176,0.7089402675628662,0.006036221981048584,0.6273176670074463,0.5629287958145142,0.06438887119293213,False
66,0.48539406061172485,0.4826853275299072,0.002708733081817627,0.46731069684028625,0.4427211582660675,0.02458953857421875,0.454243540763855,0.46624457836151123,0.01200103759765625,False
67,0.5397093892097473,0.7209171056747437,0.18120771646499634,0.8064232468605042,0.5683072805404663,0.23811596632003784,0.8192949891090393,0.43015578389167786,0.38913920521736145,True
68,0.35046622157096863,0.3453826606273651,0.005083560943603516,0.5741978287696838,0.5403695702552795,0.0338282585144043,0.27949923276901245,0.26820123195648193,0.011298000812530518,False
69,0.3168133497238159,0.31420621275901794,0.0026071369647979736,0.5376818180084229,0.5187458992004395,0.0189359188079834,0.5742112398147583,0.6005374193191528,0.02632617950439453,False
70,0.6229544878005981,0.6252703070640564,0.002315819263458252,0.5635120868682861,0.6221967935562134,0.058684706687927246,0.6166632771492004,0.7275949716567993,0.11093169450759888,False
71,0.3902166187763214,0.3936421871185303,0.0034255683422088623,0.3278747797012329,0.32610106468200684,0.0017737150192260742,0.7014226913452148,0.7095575332641602,0.008134841918945312,False
72,0.473990261554718,0.7395811676979065,0.2655909061431885,0.5815146565437317,0.38688695430755615,0.19462770223617554,0.8578780293464661,0.23275794088840485,0.6251200884580612,True
73,0.5235750675201416,0.2501349151134491,0.2734401524066925,0.8210775256156921,0.5440371632575989,0.27704036235809326,0.1467636525630951,0.4606117606163025,0.3138481080532074,True
74,0.5485595464706421,0.23646137118339539,0.3120981752872467,0.823298990726471,0.5791273713111877,0.2441716194152832,0.13922420144081116,0.5630978345870972,0.423873633146286,True
75,0.45911839604377747,0.4490589201450348,0.010059475898742676,0.7022427916526794,0.7655107975006104,0.06326800584793091,0.5871586203575134,0.6341472268104553,0.046988606452941895,False
76,0.4655170440673828,0.46713948249816895,0.0016224384307861328,0.2332923412322998,0.22990086674690247,0.003391474485397339,0.3721729516983032,0.37703996896743774,0.0048670172691345215,False
77,0.5008400082588196,0.26797884702682495,0.23286116123199463,0.5774509310722351,0.39965781569480896,0.17779311537742615,0.0994737446308136,0.3278125524520874,0.2283388078212738,True
78,0.61124587059021,0.5882418155670166,0.02300405502319336,0.6870293617248535,0.7075366377830505,0.02050727605819702,0.6229686141014099,0.7339257001876831,0.1109570860862732,False
79,0.600502610206604,0.6112086176872253,0.010706007480621338,0.5931590795516968,0.621573269367218,0.02841418981552124,0.4163045287132263,0.16118799149990082,0.2551165372133255,False
80,0.4543897211551666,0.46150389313697815,0.0071141719818115234,0.2604670226573944,0.2561365067958832,0.0043305158615112305,0.8204567432403564,0.7701523303985596,0.050304412841796875,False
81,0.5389522910118103,0.5348219275474548,0.004130363464355469,0.7452189326286316,0.7421309351921082,0.0030879974365234375,0.47408685088157654,0.3748146891593933,0.09927216172218323,False
82,0.4772694706916809,0.47341054677963257,0.00385892391204834,0.64830482006073,0.6232264041900635,0.025078415870666504,0.6423237323760986,0.515557587146759,0.1267661452293396,False
83,0.4507654011249542,0.4454263150691986,0.005339086055755615,0.561180591583252,0.5766199231147766,0.015439331531524658,0.45874351263046265,0.331168532371521,0.12757498025894165,False
84,0.6510539054870605,0.6506755948066711,0.0003783106803894043,0.5286964178085327,0.4862262010574341,0.04247021675109863,0.37621045112609863,0.3861564099788666,0.009945958852767944,False
85,0.5374413132667542,0.2512400448322296,0.28620126843452454,0.8287569880485535,0.6300927996635437,0.19866418838500977,0.16025592386722565,0.5752336978912354,0.4149777740240097,True
86,0.4037703573703766,0.40185901522636414,0.0019113421440124512,0.46394607424736023,0.45404085516929626,0.009905219078063965,0.5727625489234924,0.552783191204071,0.019979357719421387,False
87,0.6130199432373047,0.5986971855163574,0.014322757720947266,0.6486966013908386,0.6490181684494019,0.0003215670585632324,0.5289174914360046,0.4795663356781006,0.04935115575790405,False
88,0.507485568523407,0.714819073677063,0.207333505153656,0.5166101455688477,0.34705793857574463,0.16955220699310303,0.8179759979248047,0.225111186504364,0.5928648114204407,True
89,0.5068045854568481,0.509014368057251,0.002209782600402832,0.474338561296463,0.4651026427745819,0.009235918521881104,0.49136826395988464,0.6055397987365723,0.11417153477668762,False
90,0.6410987973213196,0.6457750201225281,0.004676222801208496,0.43604862689971924,0.4712902307510376,0.03524160385131836,0.3388631343841553,0.5002033710479736,0.16134023666381836,False
91,0.5608677864074707,0.5597504377365112,0.0011173486709594727,0.5862711071968079,0.57855224609375,0.007718861103057861,0.3995533585548401,0.23682327568531036,0.16273008286952972,False
92,0.525377094745636,0.5259850025177002,0.000607907772064209,0.45596835017204285,0.45145532488822937,0.0045130252838134766,0.6698492765426636,0.6621618270874023,0.0076874494552612305,False
93,0.3542882204055786,0.8375777006149292,0.4832894802093506,0.5515687465667725,0.3876643776893616,0.1639043688774109,0.9118659496307373,0.3425534963607788,0.5693124532699585,True
94,0.561355710029602,0.5610093474388123,0.0003463625907897949,0.25786325335502625,0.25810420513153076,0.0002409517765045166,0.4154151678085327,0.38892456889152527,0.026490598917007446,False
95,0.6118283867835999,0.5805364847183228,0.0312919020652771,0.6027103662490845,0.5486429929733276,0.054067373275756836,0.4429197907447815,0.6626367568969727,0.21971696615219116,False
96,0.44216611981391907,0.44110989570617676,0.0010562241077423096,0.7365559935569763,0.8140803575515747,0.07752436399459839,0.3428179621696472,0.3605624735355377,0.017744511365890503,False
97,0.36323410272598267,0.3647099733352661,0.0014758706092834473,0.47187376022338867,0.45960620045661926,0.01226755976676941,0.4856671094894409,0.5260715484619141,0.040404438972473145,False
98,0.5529996752738953,0.16652372479438782,0.38647595047950745,0.8441882133483887,0.3946419656276703,0.4495462477207184,0.11766713112592697,0.4256245791912079,0.3079574480652809,True
99,0.5418998599052429,0.5372713804244995,0.004628479480743408,0.5059243440628052,0.5092341899871826,0.0033098459243774414,0.6028957366943359,0.7727616429328918,0.1698659062385559,False
100,0.680260419845581,0.1976589858531952,0.48260143399238586,0.815227210521698,0.4253683388233185,0.3898588716983795,0.1715540587902069,0.6455824375152588,0.4740283787250519,True
