parameter,q_mean_normalized,true_normalized,error
load_16.R_s,0.5245850086212158,0.25,0.2745850086212158
load_6.L_m,0.2562748193740845,0.25,0.006274819374084473
load_18.L_m,0.2610153555870056,0.25,0.011015355587005615
load_8.L_m,0.2601432800292969,0.25,0.010143280029296875
load_0.L_m,0.29924482107162476,0.25,0.049244821071624756
load_4.zeta_s,0.5442155599594116,0.25,0.2942155599594116
load_16.zeta_s,0.5488072633743286,0.25,0.2988072633743286
l_w_7,0.458527147769928,0.25,0.20852714776992798
l_w_22,0.5137766003608704,0.25,0.26377660036087036
load_20.L_m,0.3967042565345764,0.25,0.14670425653457642
load_10.delta_1,0.5062007308006287,0.25,0.25620073080062866
load_7.delta_1,0.518202006816864,0.25,0.268202006816864
load_4.delta_1,0.49792152643203735,0.25,0.24792152643203735
load_16.delta_1,0.490772545337677,0.25,0.240772545337677
load_7.delta_2,0.4869861304759979,0.25,0.23698613047599792
load_10.delta_2,0.4931706488132477,0.25,0.24317064881324768
load_4.delta_2,0.4897795021533966,0.25,0.2397795021533966
load_16.delta_2,0.4940289258956909,0.25,0.24402892589569092
load_7.omega_0p,0.4966128170490265,0.25,0.2466128170490265
load_10.omega_0p,0.4886304438114166,0.25,0.23863044381141663
load_10.R_p,0.49118781089782715,0.25,0.24118781089782715
load_7.R_p,0.5121285915374756,0.25,0.2621285915374756
load_10.zeta_p,0.5178241729736328,0.25,0.2678241729736328
load_4.omega_0p,0.5077467560768127,0.25,0.25774675607681274
load_16.omega_0p,0.5028241276741028,0.25,0.2528241276741028
load_7.zeta_p,0.4866815507411957,0.25,0.23668155074119568
load_4.R_p,0.5188270211219788,0.25,0.26882702112197876
load_16.R_p,0.4969683587551117,0.25,0.2469683587551117
load_4.zeta_p,0.5031061172485352,0.25,0.25310611724853516
load_16.zeta_p,0.49139899015426636,0.25,0.24139899015426636
