Runs,Fault Location (SVI),Fault Location (True),Fault Location (RMSE),Z_fault_real (SVI),Z_fault_real (True),Z_fault_real RMSE,Z_fault_imag (SVI),Z_fault_imag (True),Z_fault_imag RMSE
1,0.619884729385376,0.5916216373443604,0.028263092041015625,0.48206672072410583,0.5311282873153687,0.04906156659126282,0.37263837456703186,0.45853307843208313,0.08589470386505127
2,0.546726644039154,0.4971909821033478,0.049535661935806274,0.30067622661590576,0.30653178691864014,0.005855560302734375,0.7305412292480469,0.6873583793640137,0.0431828498840332
3,0.5164881944656372,0.5255369544029236,0.009048759937286377,0.6976962089538574,0.7304494380950928,0.03275322914123535,0.5471925139427185,0.7138644456863403,0.16667193174362183
4,0.43643075227737427,0.4833904504776001,0.04695969820022583,0.5980125069618225,0.6068834662437439,0.008870959281921387,0.4420245289802551,0.5970927476882935,0.15506821870803833
5,0.5086871385574341,0.5597627758979797,0.051075637340545654,0.6163756847381592,0.5212404727935791,0.09513521194458008,0.5400227904319763,0.8252137899398804,0.28519099950790405
6,0.5093076229095459,0.5058714151382446,0.0034362077713012695,0.48977598547935486,0.5740432739257812,0.08426728844642639,0.5714250206947327,0.6734670996665955,0.10204207897186279
7,0.4816458225250244,0.4343370795249939,0.04730874300003052,0.599299430847168,0.6919940710067749,0.09269464015960693,0.5460126996040344,0.7411132454872131,0.1951005458831787
8,0.5571333765983582,0.5526477098464966,0.004485666751861572,0.41899198293685913,0.5599036812782288,0.14091169834136963,0.4222153425216675,0.3810531795024872,0.0411621630191803
9,0.7572618722915649,0.7044554948806763,0.05280637741088867,0.6967634558677673,0.713542103767395,0.016778647899627686,0.5468286275863647,0.4560140371322632,0.09081459045410156
10,0.4713986814022064,0.4494110941886902,0.021987587213516235,0.2739465832710266,0.27276715636253357,0.001179426908493042,0.33322620391845703,0.25039130449295044,0.08283489942550659
11,0.6130192875862122,0.610593855381012,0.0024254322052001953,0.44674864411354065,0.4634818434715271,0.01673319935798645,0.6159703731536865,0.628710925579071,0.012740552425384521
12,0.7344921827316284,0.7615042924880981,0.027012109756469727,0.5979375839233398,0.4991503953933716,0.09878718852996826,0.527594268321991,0.5339658856391907,0.006371617317199707
13,0.5830783843994141,0.5855393409729004,0.002460956573486328,0.5495397448539734,0.5503504872322083,0.0008107423782348633,0.53977370262146,0.7245625853538513,0.18478888273239136
14,0.25711891055107117,0.28098824620246887,0.023869335651397705,0.3848613500595093,0.41123080253601074,0.026369452476501465,0.4129315912723541,0.4390009641647339,0.02606937289237976
