parameter,q_mean_normalized,true_normalized,error
load_20.L_m,0.4704395532608032,0.25,0.22043955326080322
load_10.delta_1,0.49704983830451965,0.25,0.24704983830451965
load_7.delta_1,0.496913880109787,0.25,0.246913880109787
load_4.delta_1,0.5091535449028015,0.25,0.2591535449028015
load_16.delta_1,0.49952226877212524,0.25,0.24952226877212524
load_7.delta_2,0.5086634755134583,0.25,0.25866347551345825
load_10.delta_2,0.48831456899642944,0.25,0.23831456899642944
load_4.delta_2,0.4990486800670624,0.25,0.24904868006706238
load_16.delta_2,0.49933576583862305,0.25,0.24933576583862305
load_7.omega_0p,0.5143333673477173,0.25,0.2643333673477173
load_10.omega_0p,0.5155559778213501,0.25,0.2655559778213501
load_10.R_p,0.5038798451423645,0.25,0.2538798451423645
load_7.R_p,0.5250083208084106,0.25,0.27500832080841064
load_10.zeta_p,0.5171424150466919,0.25,0.2671424150466919
load_4.omega_0p,0.5069128274917603,0.25,0.25691282749176025
load_16.omega_0p,0.5022810697555542,0.25,0.2522810697555542
load_7.zeta_p,0.5063087940216064,0.25,0.25630879402160645
load_4.R_p,0.5065006017684937,0.25,0.25650060176849365
load_16.R_p,0.5026206970214844,0.25,0.2526206970214844
load_4.zeta_p,0.498146653175354,0.25,0.248146653175354
load_16.zeta_p,0.5191362500190735,0.25,0.2691362500190735
